/home/rogerg/Documents/autonomous_pedestrian_project/navi/torch-rl/scripts/train.py --algo ppo --env MiniGrid-GridCity-4S30Static-v0 --model GridCityTest --save-interval 10 --recurrence=8 --text

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, difficulty=1, discount=0.99, entropy_coef=0.01, env='MiniGrid-GridCity-4S30Static-v0', epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, mem=True, model='GridCityTest', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=8, save_interval=10, seed=1, tb=False, text=True, value_loss_coef=0.5)

Model successfully created

ACModel(
  (memory_rnn): LSTMCell(75, 75)
  (word_embedding): Embedding(500, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: True

U 48 | F 098304 | FPS 1030 | D 104 | Difficulty 3 | rR:μσmM 0.49 0.49 0.00 0.99 | F:μσmM 16.4 15.3 4.0 78.0 | H 0.884 | V 0.225 | pL 0.000 | vL 0.000 | grad 0.016
U 49 | F 100352 | FPS 0991 | D 106 | Difficulty 3 | rR:μσmM 0.40 0.48 0.00 0.99 | F:μσmM 20.6 22.3 1.0 137.0 | H 0.930 | V 0.168 | pL 0.005 | vL 0.001 | grad 0.018
U 50 | F 102400 | FPS 0974 | D 108 | Difficulty 3 | rR:μσmM 0.54 0.49 0.00 0.99 | F:μσmM 15.1 15.7 2.0 85.0 | H 0.867 | V 0.273 | pL -0.003 | vL 0.001 | grad 0.013
Model successfully saved
U 51 | F 104448 | FPS 0979 | D 111 | Difficulty 3 | rR:μσmM 0.46 0.49 0.00 0.99 | F:μσmM 15.6 14.5 1.0 70.0 | H 0.918 | V 0.236 | pL 0.004 | vL 0.000 | grad 0.012
U 52 | F 106496 | FPS 0909 | D 113 | Difficulty 3 | rR:μσmM 0.46 0.49 0.00 0.99 | F:μσmM 12.5 12.7 1.0 118.0 | H 0.896 | V 0.307 | pL -0.001 | vL 0.003 | grad 0.022
U 53 | F 108544 | FPS 0890 | D 115 | Difficulty 3 | rR:μσmM 0.45 0.49 0.00 0.99 | F:μσmM 12.6 10.1 1.0 55.0 | H 0.962 | V 0.267 | pL -0.001 | vL 0.003 | grad 0.028
U 54 | F 110592 | FPS 0838 | D 118 | Difficulty 3 | rR:μσmM 0.55 0.48 0.00 0.99 | F:μσmM 9.4 6.6 1.0 62.0 | H 0.854 | V 0.487 | pL -0.005 | vL 0.000 | grad 0.013
U 55 | F 112640 | FPS 0865 | D 120 | Difficulty 3 | rR:μσmM 0.49 0.49 0.00 0.99 | F:μσmM 8.7 5.7 1.0 30.0 | H 0.864 | V 0.458 | pL 0.010 | vL 0.008 | grad 0.052
U 56 | F 114688 | FPS 0809 | D 122 | Difficulty 3 | rR:μσmM 0.52 0.49 0.00 0.99 | F:μσmM 6.8 3.8 1.0 27.0 | H 0.816 | V 0.526 | pL -0.004 | vL 0.005 | grad 0.034
